Concept	Frequency	Family	Tag	Random_Walk_Community	Random_Walk_Links	Language_Count	Language_Count_Weighted	Cognate_Count	Cognate_Count_Weighted
HAPPY	78	Sino-Tibetan	emotion	2	FEAR (FRIGHT):0.01;LOVE:0.06;GOOD:0.03;LIKE:0.80;WANT:0.06	LIKE:12.00;WANT:1.00	LIKE:0.02;WANT:0.00	WANT:1.00	WANT:0.00
BAD	8	Afro-Asiatic	emotion	9					
GRIEF	8	Afro-Asiatic	emotion	4	PAIN:1.15	PAIN:2.00	PAIN:0.06	PAIN:2.00	PAIN:0.06
LOVE	8	Afro-Asiatic	emotion	6	LIKE:1.84;WANT:1.96	LIKE:2.00;WANT:3.00	LIKE:1.00;WANT:0.14	WANT:3.00	WANT:0.14
PAIN	8	Afro-Asiatic	emotion	4	GRIEF:1.15	GRIEF:2.00	GRIEF:0.06	GRIEF:2.00	GRIEF:0.06
WANT	8	Afro-Asiatic	emotion	6	LOVE:1.96;LIKE:0.89	LOVE:3.00	LOVE:0.14	LOVE:3.00	LOVE:0.14
BACK	8	Afro-Asiatic	human body part	6	ARM:0.03;HAND:0.01;MOUTH:0.05				
ELBOW	8	Afro-Asiatic	human body part	9					
FOOT	8	Afro-Asiatic	human body part	2	BUTTOCKS:0.01;HEEL:0.83;ANKLE:0.56;EAR:0.06;HIP:0.14;LEG:1.50;TOOTH:0.01	LEG:6.00;HEEL:1.00	LEG:0.56;HEEL:0.02	HEEL:1.00	HEEL:0.02
FOREHEAD	8	Afro-Asiatic	human body part	10	ARM:0.04;EYE:0.51;FACE:1.14;HAND:0.01;LIP:0.01;MOUTH:0.05;NECK:0.01;TONGUE:0.01	FACE:2.00	FACE:0.06	FACE:2.00	FACE:0.06
HAND	8	Afro-Asiatic	human body part	5	ARM:1.29;BACK:0.01;EYE:0.01;FACE:0.05;FOREHEAD:0.01;WRIST:0.79	ARM:5.00;WRIST:1.00	ARM:0.39;WRIST:0.06	WRIST:1.00	WRIST:0.06
HEEL	8	Afro-Asiatic	human body part	2	FOOT:0.83;ANKLE:1.09;EAR:0.03;HIP:0.04;LEG:0.89;TOOTH:0.01	LEG:1.00;FOOT:1.00;ANKLE:1.00	LEG:0.02;FOOT:0.02;ANKLE:0.03	ANKLE:1.00	ANKLE:0.03
JAW	8	Afro-Asiatic	human body part	8	CHEEK:1.24;CHIN:0.99;TOOTH:0.09	CHEEK:1.00;CHIN:1.00	CHEEK:0.02;CHIN:0.02	CHIN:1.00	CHIN:0.02
BELLY	8	Arawakan	human body part	6					
CHIN	8	Arawakan	human body part	7	JAW:3.00	JAW:1.00	JAW:0.04	JAW:1.00	JAW:0.04
BLUE	8	Austronesian	color	3	GREEN:3.00	GREEN:1.00	GREEN:0.02	GREEN:1.00	GREEN:0.02
GREEN	8	Austronesian	color	3	BLUE:3.00	BLUE:1.00	BLUE:0.02	BLUE:1.00	BLUE:0.02
BAD	8	Austronesian	emotion	2	ANGER:0.10;PAIN:0.21;HATE:0.49	HATE:1.00	HATE:0.02	HATE:1.00	HATE:0.02
FEAR (FRIGHT)	8	Austronesian	emotion	3					
PAIN	8	Austronesian	emotion	2	ANGER:0.03;HATE:0.19;SURPRISED:0.04;BAD:0.21				
SHAME	8	Austronesian	emotion	2	ANGER:0.01				
SURPRISED	8	Austronesian	emotion	2	PAIN:0.04				
ANKLE	8	Austronesian	human body part	5	HEEL:1.53	HEEL:1.00	HEEL:0.02	HEEL:1.00	HEEL:0.02
ARM	8	Austronesian	human body part	7	HAND:1.56	HAND:5.00	HAND:0.39	HAND:2.00	HAND:0.06
CHEEK	8	Austronesian	human body part	8					
CHIN	8	Austronesian	human body part	9	JAW:0.62;NECK:0.02	JAW:2.00	JAW:0.06	JAW:2.00	JAW:0.06
ELBOW	8	Austronesian	human body part	6	KNEE:1.25	KNEE:1.00	KNEE:0.02	KNEE:1.00	KNEE:0.02
FINGER	8	Austronesian	human body part	11	TOE:1.21	TOE:3.00	TOE:0.14	TOE:3.00	TOE:0.14
HIP	8	Austronesian	human body part	2	BUTTOCKS:0.01				
GREEN	8	Cariban	color	2	BLUE:1.98	BLUE:3.00	BLUE:0.36	BLUE:3.00	BLUE:0.36
BACK	8	Cariban	human body part	7	SHOULDER:1.60	SHOULDER:1.00	SHOULDER:0.02	SHOULDER:1.00	SHOULDER:0.02
BLUE	8	Pano-Tacanan	color	3	WHITE:0.01;GREEN:2.06	GREEN:6.00	GREEN:0.56	GREEN:3.00	GREEN:0.14
ENVY	8	Pano-Tacanan	emotion	1	WANT:0.98	WANT:1.00	WANT:0.02	WANT:1.00	WANT:0.02
PAIN	8	Pano-Tacanan	emotion	2	ANXIETY:0.32				
SHAME	8	Pano-Tacanan	emotion	5					
WANT	8	Pano-Tacanan	emotion	1	ENVY:0.98;GRIEF:0.01;REGRET:0.01	ENVY:1.00	ENVY:0.02	ENVY:1.00	ENVY:0.02
BUTTOCKS	8	Pano-Tacanan	human body part	2	BACK:0.06;HIP:0.01;SHOULDER:0.02				
CHEEK	8	Pano-Tacanan	human body part	7	FACE:1.40;FOREHEAD:0.59	FACE:1.00	FACE:0.02	FACE:1.00	FACE:0.02
HEEL	8	Pano-Tacanan	human body part	5	ANKLE:3.00	ANKLE:1.00	ANKLE:0.02	ANKLE:1.00	ANKLE:0.02
EYELASH	8	Sino-Tibetan	human body part	3	EYEBROW:2.25	EYEBROW:4.00	EYEBROW:0.25	EYEBROW:3.00	EYEBROW:0.14
GRIEF	82	Atlantic-Congo	emotion	2	SHAME:1.86;GOOD:0.01	SHAME:2.00	SHAME:0.00	SHAME:1.00	SHAME:0.00
HIP	82	Atlantic-Congo	human body part	2	BUTTOCKS:0.59;FOOT:0.25;HEEL:0.08;KNEE:0.03;BACK:0.24;ELBOW:0.03;LEG:0.25	BUTTOCKS:2.00;BACK:1.00	BUTTOCKS:0.00;BACK:0.00	BACK:1.00	BACK:0.00
LIKE	83	Sino-Tibetan	emotion	2	FEAR (FRIGHT):0.03;HAPPY:0.80;LOVE:0.12;GOOD:0.06;WANT:0.04	HAPPY:12.00;GOOD:1.00;LOVE:2.00	HAPPY:0.02;GOOD:0.00;LOVE:0.00	LOVE:2.00	LOVE:0.00
HATE	85	Atlantic-Congo	emotion	1	BAD:0.01;WANT:0.01				
NAVEL	88	Sino-Tibetan	human body part	4	FOOT:0.01;LEG:0.01;TONGUE:0.01				
HEEL	89	Atlantic-Congo	human body part	2	BREAST:0.01;BUTTOCKS:0.07;FOOT:0.37;KNEE:0.28;ARM:0.14;BACK:0.01;CHEEK:0.02;ELBOW:0.60;HAND:0.14;HIP:0.08;JAW:0.01;LEG:0.37	KNEE:1.00;ELBOW:4.00;FOOT:1.00;LEG:1.00	KNEE:0.00;ELBOW:0.00;FOOT:0.00;LEG:0.00	LEG:1.00	LEG:0.00
BLACK	9	Austronesian	color	2					
YELLOW	9	Austronesian	color	5					
ANGER	9	Austronesian	emotion	2	SHAME:0.01;PAIN:0.03;HATE:0.36;BAD:0.10	HATE:1.00	HATE:0.02	HATE:1.00	HATE:0.02
ANXIETY	9	Austronesian	emotion	4	PITY:0.09;GRIEF:0.31;LOVE:0.04;REGRET:0.08;WANT:0.01;DOUBT:0.89	GRIEF:1.00;DOUBT:1.00	GRIEF:0.01;DOUBT:0.03	DOUBT:1.00	DOUBT:0.03
GOOD	9	Austronesian	emotion	5	HAPPY:0.01;WANT:0.02				
GRIEF	9	Austronesian	emotion	4	ANXIETY:0.31;PITY:0.56;LOVE:0.25;REGRET:0.46;WANT:0.08;DOUBT:0.18	PITY:2.00;ANXIETY:1.00;REGRET:2.00	PITY:0.05;ANXIETY:0.01;REGRET:0.08	REGRET:2.00	REGRET:0.08
LOVE	9	Austronesian	emotion	4	ANXIETY:0.04;PITY:0.81;GRIEF:0.25;REGRET:0.16;WANT:0.61;DOUBT:0.02	PITY:3.00;WANT:2.00	PITY:0.11;WANT:0.05	WANT:2.00	WANT:0.05
PITY	9	Austronesian	emotion	4	ANXIETY:0.09;GRIEF:0.56;LOVE:0.81;REGRET:0.37;WANT:0.26;DOUBT:0.05	LOVE:3.00;GRIEF:2.00;REGRET:1.00	LOVE:0.11;GRIEF:0.05;REGRET:0.02	REGRET:1.00	REGRET:0.02
WANT	9	Austronesian	emotion	4	ANXIETY:0.01;PITY:0.26;GRIEF:0.08;LOVE:0.61;REGRET:0.05;GOOD:0.02;DOUBT:0.01	LOVE:2.00	LOVE:0.05	LOVE:2.00	LOVE:0.05
BACK	9	Austronesian	human body part	2	BUTTOCKS:0.19;EYE:0.10;EYELASH:0.01;FACE:0.07;NAVEL:0.01;NIPPLE:0.01;TOOTH:0.08	BUTTOCKS:1.00	BUTTOCKS:0.01	BUTTOCKS:1.00	BUTTOCKS:0.01
BREAST	9	Austronesian	human body part	1	BUTTOCKS:0.01;BELLY:0.10;CHEST:0.83;EYE:0.06;EYELASH:0.01;FACE:0.06;LIP:0.01;NAVEL:0.10;NIPPLE:0.66	NIPPLE:4.00;CHEST:3.00	NIPPLE:0.20;CHEST:0.11	CHEST:3.00	CHEST:0.11
CHEST	9	Austronesian	human body part	1	BREAST:0.83;BELLY:0.02;EYE:0.02;FACE:0.02;NAVEL:0.09;NIPPLE:0.23	BREAST:3.00	BREAST:0.11	BREAST:3.00	BREAST:0.11
EYE	9	Austronesian	human body part	2	BREAST:0.06;BUTTOCKS:0.10;BACK:0.10;CHEST:0.02;EYELASH:0.34;FACE:0.50;LIP:0.02;MOUTH:0.01;NAVEL:0.04;NECK:0.01;NIPPLE:0.17	FACE:4.00;EYELASH:1.00;NIPPLE:1.00	FACE:0.20;EYELASH:0.01;NIPPLE:0.01	NIPPLE:1.00	NIPPLE:0.01
EYEBROW	9	Austronesian	human body part	3	FOOT:0.01;LEG:0.01;LIP:0.04				
EYELASH	9	Austronesian	human body part	2	BREAST:0.01;BUTTOCKS:0.01;BACK:0.01;EYE:0.34;FACE:0.08;NIPPLE:0.03	EYE:1.00	EYE:0.01	EYE:1.00	EYE:0.01
FACE	9	Austronesian	human body part	2	BREAST:0.06;BUTTOCKS:0.08;BACK:0.07;CHEST:0.02;EYE:0.50;EYELASH:0.08;LIP:0.02;MOUTH:0.01;NAVEL:0.04;NIPPLE:0.17	EYE:4.00;NIPPLE:1.00	EYE:0.20;NIPPLE:0.01	NIPPLE:1.00	NIPPLE:0.01
FOOT	9	Austronesian	human body part	4	EYEBROW:0.01;LEG:2.12;LIP:0.01	LEG:7.00	LEG:0.60	LEG:5.00	LEG:0.31
HEAD	9	Austronesian	human body part	12					
HEEL	9	Austronesian	human body part	5	ANKLE:1.53	ANKLE:1.00	ANKLE:0.02	ANKLE:1.00	ANKLE:0.02
JAW	9	Austronesian	human body part	9	CHIN:0.62;NECK:0.02	CHIN:2.00	CHIN:0.06	CHIN:2.00	CHIN:0.06
LEG	9	Austronesian	human body part	4	EYEBROW:0.01;FOOT:2.12;LIP:0.01	FOOT:7.00	FOOT:0.60	FOOT:5.00	FOOT:0.31
MOUTH	9	Austronesian	human body part	3	BUTTOCKS:0.01;EYE:0.01;FACE:0.01;LIP:0.23;NAVEL:0.02;NIPPLE:0.01				
TOE	9	Austronesian	human body part	11	FINGER:1.21	FINGER:3.00	FINGER:0.14	FINGER:3.00	FINGER:0.14
TOOTH	9	Austronesian	human body part	2	BACK:0.08				
BLACK	9	Cariban	color	1	RED:0.84;YELLOW:0.56				
RED	9	Cariban	color	1	BLACK:0.84;YELLOW:1.83	YELLOW:1.00	YELLOW:0.01	YELLOW:1.00	YELLOW:0.01
YELLOW	9	Cariban	color	1	RED:1.83;BLACK:0.56	RED:1.00	RED:0.01	RED:1.00	RED:0.01
GOOD	9	Cariban	emotion	6					
BREAST	9	Cariban	human body part	1					
FOOT	9	Cariban	human body part	3	LEG:1.58;TOE:1.26	TOE:1.00;LEG:3.00	TOE:0.04;LEG:0.18	LEG:3.00	LEG:0.18
HAND	9	Cariban	human body part	12	FINGER:2.25	FINGER:1.00	FINGER:0.04	FINGER:1.00	FINGER:0.04
MOUTH	9	Cariban	human body part	14					
NECK	9	Cariban	human body part	15					
SHOULDER	9	Cariban	human body part	7	BACK:1.60	BACK:1.00	BACK:0.02	BACK:1.00	BACK:0.02
GREEN	9	Pano-Tacanan	color	3	BLUE:2.06;WHITE:0.01	BLUE:6.00	BLUE:0.56	BLUE:3.00	BLUE:0.14
RED	9	Pano-Tacanan	color	1	YELLOW:1.57	YELLOW:2.00	YELLOW:0.05	YELLOW:2.00	YELLOW:0.05
GRIEF	9	Pano-Tacanan	emotion	4	REGRET:1.43;WANT:0.01	REGRET:2.00	REGRET:0.44	REGRET:2.00	REGRET:0.44
HAPPY	9	Pano-Tacanan	emotion	3	PITY:0.23;LOVE:0.41;GOOD:0.16	LOVE:1.00	LOVE:0.01	LOVE:1.00	LOVE:0.01
LOVE	9	Pano-Tacanan	emotion	3	PITY:1.14;HAPPY:0.41;GOOD:0.04	HAPPY:1.00;PITY:2.00	HAPPY:0.01;PITY:0.16	PITY:1.00	PITY:0.04
ARM	9	Pano-Tacanan	human body part	6	HAND:0.59				
BREAST	9	Pano-Tacanan	human body part	1	CHEST:0.94;NIPPLE:1.80	NIPPLE:2.00;CHEST:1.00	NIPPLE:0.08;CHEST:0.01	CHEST:1.00	CHEST:0.01
CHEST	9	Pano-Tacanan	human body part	1	BREAST:0.94;NIPPLE:0.28	BREAST:1.00	BREAST:0.01	BREAST:1.00	BREAST:0.01
ELBOW	9	Pano-Tacanan	human body part	4	FOOT:0.03;LEG:0.29				
EYEBROW	9	Pano-Tacanan	human body part	3	EYELASH:3.00	EYELASH:1.00	EYELASH:0.01	EYELASH:1.00	EYELASH:0.01
EYELASH	9	Pano-Tacanan	human body part	3	EYEBROW:3.00	EYEBROW:1.00	EYEBROW:0.01	EYEBROW:1.00	EYEBROW:0.01
FACE	9	Pano-Tacanan	human body part	7	CHEEK:1.40;FOREHEAD:1.38	CHEEK:1.00;FOREHEAD:2.00	CHEEK:0.02;FOREHEAD:0.05	FOREHEAD:2.00	FOREHEAD:0.05
FOREHEAD	9	Pano-Tacanan	human body part	7	CHEEK:0.59;FACE:1.38	FACE:2.00	FACE:0.05	FACE:2.00	FACE:0.05
JAW	9	Pano-Tacanan	human body part	8	CHIN:3.00	CHIN:3.00	CHIN:0.25	CHIN:1.00	CHIN:0.03
LIP	9	Pano-Tacanan	human body part	10	HEAD:0.01;MOUTH:0.94;TONGUE:0.38	MOUTH:2.00	MOUTH:0.05	MOUTH:1.00	MOUTH:0.01
NAVEL	9	Pano-Tacanan	human body part	11					
NECK	9	Pano-Tacanan	human body part	12	NOSE:0.25;TOOTH:0.09				
BELLY	9	Uto-Aztecan	human body part	6	BACK:0.01;EAR:0.02;MOUTH:0.10;TOOTH:0.01				
TOE	90	Atlantic-Congo	human body part	8	EAR:0.05;FINGER:2.24;NECK:0.25	FINGER:21.00;NECK:1.00	FINGER:0.05;NECK:0.00	NECK:1.00	NECK:0.00
FEAR (FRIGHT)	91	Atlantic-Congo	emotion	1	WANT:0.01				
ELBOW	91	Atlantic-Congo	human body part	2	BUTTOCKS:0.03;FOOT:0.12;HEEL:0.60;KNEE:0.25;ARM:0.38;CHEEK:0.05;CHIN:0.01;HAND:0.38;HIP:0.03;JAW:0.02;LEG:0.13	HEEL:4.00;KNEE:1.00;ARM:1.00;HAND:1.00	HEEL:0.00;KNEE:0.00;ARM:0.00;HAND:0.00	HAND:1.00	HAND:0.00
EYELASH	91	Atlantic-Congo	human body part	3	EYEBROW:2.25	EYEBROW:15.00	EYEBROW:0.03	EYEBROW:5.00	EYEBROW:0.00
LEG	91	Sino-Tibetan	human body part	4	BUTTOCKS:0.03;FOOT:1.19;KNEE:0.01;ARM:0.01;BACK:0.02;ELBOW:0.02;HAND:0.01;HIP:0.04;NAVEL:0.01;TONGUE:0.04;WRIST:0.06	TONGUE:1.00;FOOT:47.00	TONGUE:0.00;FOOT:0.27	FOOT:10.00	FOOT:0.01
JAW	92	Atlantic-Congo	human body part	6	HEEL:0.01;BACK:0.01;CHEEK:0.94;CHIN:0.25;ELBOW:0.02;LIP:0.50;MOUTH:0.59;NAVEL:0.05	MOUTH:3.00;CHEEK:8.00;LIP:2.00	MOUTH:0.00;CHEEK:0.01;LIP:0.00	LIP:2.00	LIP:0.00
CHEST	92	Sino-Tibetan	human body part	5	FOOT:0.01;ARM:0.02;ELBOW:0.01;HAND:0.01;NECK:0.04;SHOULDER:0.15	SHOULDER:1.00	SHOULDER:0.00	SHOULDER:1.00	SHOULDER:0.00
WANT	95	Atlantic-Congo	emotion	1	FEAR (FRIGHT):0.01;HATE:0.01				
EYEBROW	95	Atlantic-Congo	human body part	3	FOOT:0.01;EYELASH:2.25	EYELASH:15.00	EYELASH:0.03	EYELASH:5.00	EYELASH:0.00
ELBOW	96	Sino-Tibetan	human body part	5	FOOT:0.02;ARM:0.38;CHEEK:0.02;CHEST:0.01;FINGER:0.03;HAND:0.44;JAW:0.01;LEG:0.02;NECK:0.15;SHOULDER:0.01;TOE:0.02;WRIST:0.53	WRIST:3.00;HAND:2.00;ARM:1.00;NECK:1.00	WRIST:0.00;HAND:0.00;ARM:0.00;NECK:0.00	NECK:1.00	NECK:0.00
CHEST	99	Atlantic-Congo	human body part	7					
NAVEL	99	Atlantic-Congo	human body part	10	BACK:0.03;CHEEK:0.03;JAW:0.05;LIP:0.01;MOUTH:0.01;SHOULDER:0.01				
BREAST	99	Sino-Tibetan	human body part	1	KNEE:0.02				
