ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
marrisonnaga-MongsenAo-FOOT-1,marrisonnaga-MongsenAo-285_foot-1,marrisonnaga-MongsenAo,FOOT,te◦chang,te◦chang,t e + tɕʰ a ŋ,,,,,,
marrisonnaga-MongsenAo-FOREHEAD-1,marrisonnaga-MongsenAo-287_forehead-1,marrisonnaga-MongsenAo,FOREHEAD,tü◦ni◦kam,tü◦ni◦kam,t ə + n i + k a m,,,,,,
marrisonnaga-MongsenAo-HAIRHEAD-1,marrisonnaga-MongsenAo-328_hairofhead-1,marrisonnaga-MongsenAo,HAIRHEAD,ko◦wa,ko◦wa,k o + w a,,,,,,
marrisonnaga-MongsenAo-HAIRBODY-1,marrisonnaga-MongsenAo-329_hairofbody-1,marrisonnaga-MongsenAo,HAIRBODY,to◦wa,to◦wa,t o + w a,,,,,,
marrisonnaga-MongsenAo-HAND-1,marrisonnaga-MongsenAo-331_hand-1,marrisonnaga-MongsenAo,HAND,tü◦khet,tü◦khet,t ə + kʰ e t,,,,,,
marrisonnaga-MongsenAo-HEAD-1,marrisonnaga-MongsenAo-337_head-1,marrisonnaga-MongsenAo,HEAD,te◦lam,te◦lam,t e + l a m,,,,,,
marrisonnaga-MongsenAo-HEART-1,marrisonnaga-MongsenAo-340_heart-1,marrisonnaga-MongsenAo,HEART,tü◦mulung◦chang,tü◦mulung◦chang,t ə + m u l u ŋ + tɕʰ a ŋ,,,,,,
marrisonnaga-MongsenAo-HIP-1,marrisonnaga-MongsenAo-351_hip-1,marrisonnaga-MongsenAo,HIP,phu◦ya◦ret,phu◦ya◦ret,pʰ u + j a + r e t,,,,,,
marrisonnaga-MongsenAo-INTESTINES-1,marrisonnaga-MongsenAo-378_intestines-1,marrisonnaga-MongsenAo,INTESTINES,ta◦rü,ta◦rü,t a + r ə,,,,,,
marrisonnaga-MongsenAo-JAW-1,marrisonnaga-MongsenAo-382_jaw-1,marrisonnaga-MongsenAo,JAW,tü◦makha◦rat,tü◦makha◦rat,t ə + m a kʰ a + r a t,,,,,,
marrisonnaga-MongsenAo-KIDNEY-1,marrisonnaga-MongsenAo-393_kidney-1,marrisonnaga-MongsenAo,KIDNEY,tongti◦chang,tongti◦chang,t o ŋ t i + tɕʰ a ŋ,,,,,,
marrisonnaga-MongsenAo-KNEE-1,marrisonnaga-MongsenAo-399_knee-1,marrisonnaga-MongsenAo,KNEE,telen,telen,t e l e n,,,,,,
marrisonnaga-MongsenAo-LEG-1,marrisonnaga-MongsenAo-422_leg-1,marrisonnaga-MongsenAo,LEG,te◦chang,te◦chang,t e + tɕʰ a ŋ,,,,,,
marrisonnaga-MongsenAo-LIP-1,marrisonnaga-MongsenAo-437_lip-1,marrisonnaga-MongsenAo,LIP,tü◦bang◦metsü,tü◦bang◦metsü,t ə + b a ŋ + m e ts ə,,,,,,
marrisonnaga-MongsenAo-LIVER-1,marrisonnaga-MongsenAo-441_liver-1,marrisonnaga-MongsenAo,LIVER,te◦mesen,te◦mesen,t e + m e s e n,,,,,,
marrisonnaga-MongsenAo-LUNG-1,marrisonnaga-MongsenAo-454_lungs-1,marrisonnaga-MongsenAo,LUNG,tümesü,tümesü,t ə m e s ə,,,,,,
marrisonnaga-MongsenAo-MOUTH-1,marrisonnaga-MongsenAo-488_mouth-1,marrisonnaga-MongsenAo,MOUTH,tü◦pang,tü◦pang,t ə + p a ŋ,,,,,,
marrisonnaga-MongsenAo-NAVEL-1,marrisonnaga-MongsenAo-497_navel-1,marrisonnaga-MongsenAo,NAVEL,tü◦püla,tü◦püla,t ə + p ə l a,,,,,,
marrisonnaga-MongsenAo-NECK-1,marrisonnaga-MongsenAo-500_neck-1,marrisonnaga-MongsenAo,NECK,tü◦khung◦len,tü◦khung◦len,t ə + kʰ u ŋ + l e n,,,,,,
marrisonnaga-MongsenAo-NOSE-1,marrisonnaga-MongsenAo-517_nose-1,marrisonnaga-MongsenAo,NOSE,te◦na,te◦na,t e + n a,,,,,,
marrisonnaga-MongsenAo-RIGHTHAND-1,marrisonnaga-MongsenAo-606_righthand-1,marrisonnaga-MongsenAo,RIGHTHAND,a◦cha◦yi◦ko,a◦cha◦yi◦ko,a + tɕʰ a + j i + k o,,,,,,
marrisonnaga-MongsenAo-SHOULDER-1,marrisonnaga-MongsenAo-662_shoulder-1,marrisonnaga-MongsenAo,SHOULDER,tü◦cha◦tü◦man,tü◦cha◦tü◦man,t ə + tɕʰ a + t ə + m a n,,,,,,
marrisonnaga-MongsenAo-ARM-2,marrisonnaga-MongsenAo-17_arm-2,marrisonnaga-MongsenAo,ARM,tü◦pen,tü◦pen,t ə + p e n,,,,,,
marrisonnaga-MongsenAo-HAIRHEAD-2,marrisonnaga-MongsenAo-328_hairofhead-2,marrisonnaga-MongsenAo,HAIRHEAD,luma,luma,l u m a,,,,,,
marrisonnaga-MongsenAo-SIDEBODY-1,marrisonnaga-MongsenAo-668_sideofbody-1,marrisonnaga-MongsenAo,SIDEBODY,techa,techa,t e tɕʰ a,,,,,,
marrisonnaga-MongsenAo-SKIN-1,marrisonnaga-MongsenAo-679_skin-1,marrisonnaga-MongsenAo,SKIN,tü◦kap,tü◦kap,t ə + k a p,,,,,,
marrisonnaga-MongsenAo-SKULL-1,marrisonnaga-MongsenAo-681_skull-1,marrisonnaga-MongsenAo,SKULL,lam◦rat,lam◦rat,l a m + r a t,,,,,,
marrisonnaga-MongsenAo-UPPERLEGTHIGH-1,marrisonnaga-MongsenAo-771_thigh-1,marrisonnaga-MongsenAo,UPPERLEGTHIGH,tü◦pi,tü◦pi,t ə + p i,,,,,,
marrisonnaga-MongsenAo-THROAT-1,marrisonnaga-MongsenAo-785_throat-1,marrisonnaga-MongsenAo,THROAT,wang◦chang,wang◦chang,w a ŋ + tɕʰ a ŋ,,,,,,
marrisonnaga-MongsenAo-TOE-1,marrisonnaga-MongsenAo-797_toe-1,marrisonnaga-MongsenAo,TOE,tü◦miyung,tü◦miyung,t ə + m i j u ŋ,,,,,,
marrisonnaga-MongsenAo-TONGUE-1,marrisonnaga-MongsenAo-800_tongue-1,marrisonnaga-MongsenAo,TONGUE,tü◦mili,tü◦mili,t ə + m i l i,,,,,,
marrisonnaga-MongsenAo-TOOTH-1,marrisonnaga-MongsenAo-802_tooth-1,marrisonnaga-MongsenAo,TOOTH,tü◦pa,tü◦pa,t ə + p a,,,,,,
marrisonnaga-MongsenAo-WRIST-1,marrisonnaga-MongsenAo-897_wrist-1,marrisonnaga-MongsenAo,WRIST,yikngamshang,yikngamshang,j i k ŋ a m ʃ a ŋ,,,,,,
marrisonnaga-MongsenAo-FLESH-1,marrisonnaga-MongsenAo-273_flesh-1,marrisonnaga-MongsenAo,FLESH,a◦sa,a◦sa,a + s a,,,,,,
marrisonnaga-MongsenAo-HEEL-1,marrisonnaga-MongsenAo-344_heel-1,marrisonnaga-MongsenAo,HEEL,noklachang,noklachang,n o k l a tɕʰ a ŋ,,,,,,
marrisonnaga-MongsenAo-LEFTHAND-1,marrisonnaga-MongsenAo-421_lefthand-1,marrisonnaga-MongsenAo,LEFTHAND,ayichako,ayichako,a j i tɕʰ a k o,,,,,,
marrisonnaga-MongsenAo-RIB-1,marrisonnaga-MongsenAo-599_rib-1,marrisonnaga-MongsenAo,RIB,te◦cham,te◦cham,t e + tɕʰ a m,,,,,,
marrisonnaga-MongsenAo-THUMB-1,marrisonnaga-MongsenAo-787_thumb-1,marrisonnaga-MongsenAo,THUMB,tü◦vi◦ba,tü◦vi◦ba,t ə + v i + b a,,,,,,
marrisonnaga-MongsenAo-PAIN-1,marrisonnaga-MongsenAo-540_pain-1,marrisonnaga-MongsenAo,PAIN,cha◦ru,cha◦ru,tɕʰ a + r u,,,,,,
marrisonnaga-MongsenAo-SHAME-1,marrisonnaga-MongsenAo-653_shame-1,marrisonnaga-MongsenAo,SHAME,a◦yak,a◦yak,a + j a k,,,,,,
marrisonnaga-MongsenAo-BLACK-1,marrisonnaga-MongsenAo-72_black-1,marrisonnaga-MongsenAo,BLACK,te◦nak,te◦nak,t e + n a k,,,,,,
marrisonnaga-MongsenAo-GREEN-1,marrisonnaga-MongsenAo-323_greencolour-1,marrisonnaga-MongsenAo,GREEN,tüpu,tüpu,t ə p u,,,,,,
marrisonnaga-MongsenAo-RED-1,marrisonnaga-MongsenAo-594_red-1,marrisonnaga-MongsenAo,RED,tü◦mi◦ram,tü◦mi◦ram,t ə + m i + r a m,,,,,,
marrisonnaga-MongsenAo-WHITE-1,marrisonnaga-MongsenAo-866_white-1,marrisonnaga-MongsenAo,WHITE,tenen,tenen,t e n e n,,,,,,
marrisonnaga-MongsenAo-WHITE-2,marrisonnaga-MongsenAo-866_white-2,marrisonnaga-MongsenAo,WHITE,tümesung,tümesung,t ə m e s u ŋ,,,,,,
marrisonnaga-MongsenAo-YELLOW-1,marrisonnaga-MongsenAo-903_yellow-1,marrisonnaga-MongsenAo,YELLOW,tanen,tanen,t a n e n,,,,,,
marrisonnaga-MongsenAo-PALMOFHAND-1,marrisonnaga-MongsenAo-541_palmofhand-1,marrisonnaga-MongsenAo,PALMOFHAND,achashi,achashi,a tɕʰ a ʃ i,,,,,,
marrisonnaga-MoshangTangsa-ARM-1,marrisonnaga-MoshangTangsa-17_arm-1,marrisonnaga-MoshangTangsa,ARM,yok◦phum,yok◦phum,j o k + pʰ u m,,,,,,
marrisonnaga-MoshangTangsa-BELLY-1,marrisonnaga-MoshangTangsa-61_belly-1,marrisonnaga-MoshangTangsa,BELLY,vak,vak,v a k,,,,,,
marrisonnaga-MoshangTangsa-BODY-1,marrisonnaga-MoshangTangsa-80_body-1,marrisonnaga-MoshangTangsa,BODY,mi◦mang,mi◦mang,m i + m a ŋ,,,,,,
marrisonnaga-MoshangTangsa-BONE-1,marrisonnaga-MoshangTangsa-82_bone-1,marrisonnaga-MoshangTangsa,BONE,a◦ran,a◦ran,a + r a n,,,,,,
marrisonnaga-MoshangTangsa-CALFOFLEG-1,marrisonnaga-MoshangTangsa-118_calfofleg-1,marrisonnaga-MoshangTangsa,CALFOFLEG,ya◦vuin,ya◦vuin,j a + v u i n,,,,,,
marrisonnaga-MoshangTangsa-EAR-1,marrisonnaga-MoshangTangsa-217_ear-1,marrisonnaga-MoshangTangsa,EAR,na,na,n a,,,,,,
marrisonnaga-MoshangTangsa-EYE-1,marrisonnaga-MoshangTangsa-240_eye-1,marrisonnaga-MoshangTangsa,EYE,mak,mak,m a k,,,,,,
marrisonnaga-MoshangTangsa-FACE-1,marrisonnaga-MoshangTangsa-241_face-1,marrisonnaga-MoshangTangsa,FACE,thal,thal,tʰ a l,,,,,,
marrisonnaga-MoshangTangsa-FINGER-1,marrisonnaga-MoshangTangsa-265_finger-1,marrisonnaga-MoshangTangsa,FINGER,yok◦shi,yok◦shi,j o k + ʃ i,,,,,,
marrisonnaga-MoshangTangsa-FOOT-1,marrisonnaga-MoshangTangsa-285_foot-1,marrisonnaga-MoshangTangsa,FOOT,ya◦pha,ya◦pha,j a + pʰ a,,,,,,
marrisonnaga-MoshangTangsa-FOREHEAD-1,marrisonnaga-MoshangTangsa-287_forehead-1,marrisonnaga-MoshangTangsa,FOREHEAD,khang,khang,kʰ a ŋ,,,,,,
marrisonnaga-MoshangTangsa-HAIRHEAD-1,marrisonnaga-MoshangTangsa-328_hairofhead-1,marrisonnaga-MoshangTangsa,HAIRHEAD,ku◦mul,ku◦mul,k u + m u l,,,,,,
marrisonnaga-MoshangTangsa-HAND-1,marrisonnaga-MoshangTangsa-331_hand-1,marrisonnaga-MoshangTangsa,HAND,yok◦pha,yok◦pha,j o k + pʰ a,,,,,,
marrisonnaga-MoshangTangsa-HEAD-1,marrisonnaga-MoshangTangsa-337_head-1,marrisonnaga-MoshangTangsa,HEAD,khu,khu,kʰ u,,,,,,
marrisonnaga-MoshangTangsa-KNEE-1,marrisonnaga-MoshangTangsa-399_knee-1,marrisonnaga-MoshangTangsa,KNEE,longkü,longkü,l o ŋ k ə,,,,,,
marrisonnaga-MoshangTangsa-LEG-1,marrisonnaga-MoshangTangsa-422_leg-1,marrisonnaga-MoshangTangsa,LEG,ya,ya,j a,,,,,,
marrisonnaga-MoshangTangsa-LIP-1,marrisonnaga-MoshangTangsa-437_lip-1,marrisonnaga-MoshangTangsa,LIP,na◦war,na◦war,n a + w a r,,,,,,
marrisonnaga-MoshangTangsa-MOUTH-1,marrisonnaga-MoshangTangsa-488_mouth-1,marrisonnaga-MoshangTangsa,MOUTH,nür,nür,n ə r,,,,,,
marrisonnaga-MoshangTangsa-SKIN-1,marrisonnaga-MoshangTangsa-679_skin-1,marrisonnaga-MoshangTangsa,SKIN,a◦kru,a◦kru,a + k r u,,,,,,
marrisonnaga-MoshangTangsa-TOE-1,marrisonnaga-MoshangTangsa-797_toe-1,marrisonnaga-MoshangTangsa,TOE,yashi,yashi,j a ʃ i,,,,,,
marrisonnaga-MoshangTangsa-TONGUE-1,marrisonnaga-MoshangTangsa-800_tongue-1,marrisonnaga-MoshangTangsa,TONGUE,lali,lali,l a l i,,,,,,
marrisonnaga-MoshangTangsa-TOOTH-1,marrisonnaga-MoshangTangsa-802_tooth-1,marrisonnaga-MoshangTangsa,TOOTH,va,va,v a,,,,,,
marrisonnaga-MoshangTangsa-THUMB-1,marrisonnaga-MoshangTangsa-787_thumb-1,marrisonnaga-MoshangTangsa,THUMB,yokshi,yokshi,j o k ʃ i,,,,,,
marrisonnaga-MoshangTangsa-BLACK-1,marrisonnaga-MoshangTangsa-72_black-1,marrisonnaga-MoshangTangsa,BLACK,a◦nyak,a◦nyak,a + n j a k,,,,,,
marrisonnaga-MoshangTangsa-RED-1,marrisonnaga-MoshangTangsa-594_red-1,marrisonnaga-MoshangTangsa,RED,kaishan,kaishan,k ai ʃ a n,,,,,,
marrisonnaga-MoshangTangsa-WHITE-1,marrisonnaga-MoshangTangsa-866_white-1,marrisonnaga-MoshangTangsa,WHITE,alü,alü,a l ə,,,,,,
marrisonnaga-Mzieme-ARM-1,marrisonnaga-Mzieme-17_arm-1,marrisonnaga-Mzieme,ARM,mi◦ba-keng◦kieng,mi◦ba-keng◦kieng,m i + b a + k e ŋ + k i e ŋ,,,,,,
marrisonnaga-Mzieme-BELLY-1,marrisonnaga-Mzieme-61_belly-1,marrisonnaga-Mzieme,BELLY,mi◦puk,mi◦puk,m i + p u k,,,,,,
marrisonnaga-Mzieme-BODY-1,marrisonnaga-Mzieme-80_body-1,marrisonnaga-Mzieme,BODY,mi◦pum,mi◦pum,m i + p u m,,,,,,
marrisonnaga-Mzieme-BONE-1,marrisonnaga-Mzieme-82_bone-1,marrisonnaga-Mzieme,BONE,pe◦ra,pe◦ra,p e + r a,,,,,,
marrisonnaga-Mzieme-CHEEK-1,marrisonnaga-Mzieme-135_cheek-1,marrisonnaga-Mzieme,CHEEK,n◦'bia,n◦'bia,n + b i a,,,,,,
marrisonnaga-Mzieme-CHEST-1,marrisonnaga-Mzieme-136_chestofbody-1,marrisonnaga-Mzieme,CHEST,he◦ka,he◦ka,h e + k a,,,,,,
marrisonnaga-Mzieme-EAR-1,marrisonnaga-Mzieme-217_ear-1,marrisonnaga-Mzieme,EAR,pe◦kün,pe◦kün,p e + k ə n,,,,,,
marrisonnaga-Mzieme-EYE-1,marrisonnaga-Mzieme-240_eye-1,marrisonnaga-Mzieme,EYE,miak,miak,m i a k,,,,,,
marrisonnaga-Mzieme-FACE-1,marrisonnaga-Mzieme-241_face-1,marrisonnaga-Mzieme,FACE,zu,zu,z u,,,,,,
marrisonnaga-Mzieme-FINGER-1,marrisonnaga-Mzieme-265_finger-1,marrisonnaga-Mzieme,FINGER,zurang,zurang,z u r a ŋ,,,,,,
marrisonnaga-Mzieme-FOOT-1,marrisonnaga-Mzieme-285_foot-1,marrisonnaga-Mzieme,FOOT,mi◦pi,mi◦pi,m i + p i,,,,,,
marrisonnaga-Mzieme-HAIRHEAD-1,marrisonnaga-Mzieme-328_hairofhead-1,marrisonnaga-Mzieme,HAIRHEAD,tam,tam,t a m,,,,,,
marrisonnaga-Mzieme-HAIRBODY-1,marrisonnaga-Mzieme-329_hairofbody-1,marrisonnaga-Mzieme,HAIRBODY,mai,mai,m ai,,,,,,
marrisonnaga-Mzieme-HAND-1,marrisonnaga-Mzieme-331_hand-1,marrisonnaga-Mzieme,HAND,mi◦ba,mi◦ba,m i + b a,,,,,,
marrisonnaga-Mzieme-HEAD-1,marrisonnaga-Mzieme-337_head-1,marrisonnaga-Mzieme,HEAD,peu,peu,p e u,,,,,,
marrisonnaga-Mzieme-HEART-1,marrisonnaga-Mzieme-340_heart-1,marrisonnaga-Mzieme,HEART,mi◦lung,mi◦lung,m i + l u ŋ,,,,,,
marrisonnaga-Mzieme-KNEE-1,marrisonnaga-Mzieme-399_knee-1,marrisonnaga-Mzieme,KNEE,keukei,keukei,k e u k ei,,,,,,
marrisonnaga-Mzieme-LEG-1,marrisonnaga-Mzieme-422_leg-1,marrisonnaga-Mzieme,LEG,mi◦pi,mi◦pi,m i + p i,,,,,,
marrisonnaga-Mzieme-LIP-1,marrisonnaga-Mzieme-437_lip-1,marrisonnaga-Mzieme,LIP,mi◦mleu,mi◦mleu,m i + m l e u,,,,,,
marrisonnaga-Mzieme-MOUTH-1,marrisonnaga-Mzieme-488_mouth-1,marrisonnaga-Mzieme,MOUTH,mi◦mui,mi◦mui,m i + m u i,,,,,,
marrisonnaga-Mzieme-NECK-1,marrisonnaga-Mzieme-500_neck-1,marrisonnaga-Mzieme,NECK,mi◦ngwang,mi◦ngwang,m i + ŋ w a ŋ,,,,,,
marrisonnaga-Mzieme-RIGHTHAND-1,marrisonnaga-Mzieme-606_righthand-1,marrisonnaga-Mzieme,RIGHTHAND,zet◦lebie,zet◦lebie,z e t + l e b i e,,,,,,
marrisonnaga-Mzieme-SHOULDER-1,marrisonnaga-Mzieme-662_shoulder-1,marrisonnaga-Mzieme,SHOULDER,he◦ka,he◦ka,h e + k a,,,,,,
marrisonnaga-Mzieme-BODY-2,marrisonnaga-Mzieme-80_body-2,marrisonnaga-Mzieme,BODY,mi◦pau,mi◦pau,m i + p au,,,,,,
marrisonnaga-Mzieme-SIDEBODY-1,marrisonnaga-Mzieme-668_sideofbody-1,marrisonnaga-Mzieme,SIDEBODY,he◦zak,he◦zak,h e + z a k,,,,,,
marrisonnaga-Mzieme-SKULL-1,marrisonnaga-Mzieme-681_skull-1,marrisonnaga-Mzieme,SKULL,mi◦peura,mi◦peura,m i + p e u r a,,,,,,
marrisonnaga-Mzieme-THROAT-1,marrisonnaga-Mzieme-785_throat-1,marrisonnaga-Mzieme,THROAT,peng◦wang,peng◦wang,p e ŋ + w a ŋ,,,,,,
marrisonnaga-Mzieme-TOOTH-1,marrisonnaga-Mzieme-802_tooth-1,marrisonnaga-Mzieme,TOOTH,mi◦gei,mi◦gei,m i + g ei,,,,,,
marrisonnaga-Mzieme-WAIST-1,marrisonnaga-Mzieme-836_waist-1,marrisonnaga-Mzieme,WAIST,kia,kia,k i a,,,,,,
marrisonnaga-Mzieme-FLESH-1,marrisonnaga-Mzieme-273_flesh-1,marrisonnaga-Mzieme,FLESH,mi◦tei,mi◦tei,m i + t ei,,,,,,
marrisonnaga-Mzieme-LEFTHAND-1,marrisonnaga-Mzieme-421_lefthand-1,marrisonnaga-Mzieme,LEFTHAND,hi◦lebie,hi◦lebie,h i + l e b i e,,,,,,
marrisonnaga-Mzieme-BLACK-1,marrisonnaga-Mzieme-72_black-1,marrisonnaga-Mzieme,BLACK,teitik,teitik,t ei t i k,,,,,,
marrisonnaga-Mzieme-RED-1,marrisonnaga-Mzieme-594_red-1,marrisonnaga-Mzieme,RED,gie,gie,g i e,,,,,,
marrisonnaga-Mzieme-WHITE-1,marrisonnaga-Mzieme-866_white-1,marrisonnaga-Mzieme,WHITE,teiha,teiha,t ei h a,,,,,,
marrisonnaga-Mzieme-PALMOFHAND-1,marrisonnaga-Mzieme-541_palmofhand-1,marrisonnaga-Mzieme,PALMOFHAND,mi◦ba◦deu,mi◦ba◦deu,m i + b a + d e u,,,,,,
marrisonnaga-Nocte-HAIRHEAD-1,marrisonnaga-Nocte-328_hairofhead-1,marrisonnaga-Nocte,HAIRHEAD,ka-cho,ka-cho,k a + tɕʰ o,,,,,,
marrisonnaga-Nocte-BACK-1,marrisonnaga-Nocte-30_backofthebody-1,marrisonnaga-Nocte,BACK,tam,tam,t a m,,,,,,
marrisonnaga-Nocte-BELLY-1,marrisonnaga-Nocte-61_belly-1,marrisonnaga-Nocte,BELLY,vok,vok,v o k,,,,,,
marrisonnaga-Nocte-BODY-1,marrisonnaga-Nocte-80_body-1,marrisonnaga-Nocte,BODY,sak,sak,s a k,,,,,,
marrisonnaga-Nocte-BONE-1,marrisonnaga-Nocte-82_bone-1,marrisonnaga-Nocte,BONE,a◦ra,a◦ra,a + r a,,,,,,
marrisonnaga-Nocte-BREAST-1,marrisonnaga-Nocte-94_breast-1,marrisonnaga-Nocte,BREAST,tan◦khu,tan◦khu,t a n + kʰ u,,,,,,
marrisonnaga-Nocte-CHEEK-1,marrisonnaga-Nocte-135_cheek-1,marrisonnaga-Nocte,CHEEK,than,than,tʰ a n,,,,,,
marrisonnaga-Nocte-CHIN-1,marrisonnaga-Nocte-141_thechin-1,marrisonnaga-Nocte,CHIN,ka,ka,k a,,,,,,
marrisonnaga-Nocte-EAR-1,marrisonnaga-Nocte-217_ear-1,marrisonnaga-Nocte,EAR,na,na,n a,,,,,,
marrisonnaga-Nocte-ELBOW-1,marrisonnaga-Nocte-229_elbow-1,marrisonnaga-Nocte,ELBOW,dak◦ku,dak◦ku,d a k + k u,,,,,,
marrisonnaga-Nocte-EYE-1,marrisonnaga-Nocte-240_eye-1,marrisonnaga-Nocte,EYE,mit,mit,m i t,,,,,,
marrisonnaga-Nocte-FACE-1,marrisonnaga-Nocte-241_face-1,marrisonnaga-Nocte,FACE,than,than,tʰ a n,,,,,,
marrisonnaga-Nocte-FINGER-1,marrisonnaga-Nocte-265_finger-1,marrisonnaga-Nocte,FINGER,dak◦su,dak◦su,d a k + s u,,,,,,
marrisonnaga-Nocte-FOOT-1,marrisonnaga-Nocte-285_foot-1,marrisonnaga-Nocte,FOOT,da,da,d a,,,,,,
marrisonnaga-Nocte-HAIRHEAD-2,marrisonnaga-Nocte-328_hairofhead-2,marrisonnaga-Nocte,HAIRHEAD,ka◦cho,ka◦cho,k a + tɕʰ o,,,,,,
marrisonnaga-Nocte-HAIRBODY-1,marrisonnaga-Nocte-329_hairofbody-1,marrisonnaga-Nocte,HAIRBODY,nappa,nappa,n a p p a,,,,,,
marrisonnaga-Nocte-HAND-1,marrisonnaga-Nocte-331_hand-1,marrisonnaga-Nocte,HAND,dak,dak,d a k,,,,,,
marrisonnaga-Nocte-HEAD-1,marrisonnaga-Nocte-337_head-1,marrisonnaga-Nocte,HEAD,kho,kho,kʰ o,,,,,,
marrisonnaga-Nocte-HEART-1,marrisonnaga-Nocte-340_heart-1,marrisonnaga-Nocte,HEART,mang◦to,mang◦to,m a ŋ + t o,,,,,,
marrisonnaga-Nocte-KNEE-1,marrisonnaga-Nocte-399_knee-1,marrisonnaga-Nocte,KNEE,da◦ku,da◦ku,d a + k u,,,,,,
marrisonnaga-Nocte-LEG-1,marrisonnaga-Nocte-422_leg-1,marrisonnaga-Nocte,LEG,da,da,d a,,,,,,
marrisonnaga-Nocte-MOUTH-1,marrisonnaga-Nocte-488_mouth-1,marrisonnaga-Nocte,MOUTH,tun,tun,t u n,,,,,,
marrisonnaga-Nocte-NECK-1,marrisonnaga-Nocte-500_neck-1,marrisonnaga-Nocte,NECK,bo,bo,b o,,,,,,
marrisonnaga-Nocte-NOSE-1,marrisonnaga-Nocte-517_nose-1,marrisonnaga-Nocte,NOSE,kho,kho,kʰ o,,,,,,
marrisonnaga-Nocte-RIGHTHAND-1,marrisonnaga-Nocte-606_righthand-1,marrisonnaga-Nocte,RIGHTHAND,cha,cha,tɕʰ a,,,,,,
marrisonnaga-Nocte-SHOULDER-1,marrisonnaga-Nocte-662_shoulder-1,marrisonnaga-Nocte,SHOULDER,chua◦kho,chua◦kho,tɕʰ u a + kʰ o,,,,,,
marrisonnaga-Nocte-SKIN-1,marrisonnaga-Nocte-679_skin-1,marrisonnaga-Nocte,SKIN,a◦khuon,a◦khuon,a + kʰ u o n,,,,,,
marrisonnaga-Nocte-TONGUE-1,marrisonnaga-Nocte-800_tongue-1,marrisonnaga-Nocte,TONGUE,thali,thali,tʰ a l i,,,,,,
marrisonnaga-Nocte-TOOTH-1,marrisonnaga-Nocte-802_tooth-1,marrisonnaga-Nocte,TOOTH,pa,pa,p a,,,,,,
marrisonnaga-Nocte-LEFTHAND-1,marrisonnaga-Nocte-421_lefthand-1,marrisonnaga-Nocte,LEFTHAND,hik,hik,h i k,,,,,,
marrisonnaga-Nocte-SHAME-1,marrisonnaga-Nocte-653_shame-1,marrisonnaga-Nocte,SHAME,reseo,reseo,r e s e o,,,,,,
marrisonnaga-Nocte-BLACK-1,marrisonnaga-Nocte-72_black-1,marrisonnaga-Nocte,BLACK,a◦nyak,a◦nyak,a + n j a k,,,,,,
marrisonnaga-Nocte-GREEN-1,marrisonnaga-Nocte-323_greencolour-1,marrisonnaga-Nocte,GREEN,ahing,ahing,a h i ŋ,,,,,,
marrisonnaga-Nocte-RED-1,marrisonnaga-Nocte-594_red-1,marrisonnaga-Nocte,RED,achak,achak,a tɕʰ a k,,,,,,
marrisonnaga-Nocte-WHITE-1,marrisonnaga-Nocte-866_white-1,marrisonnaga-Nocte,WHITE,apo,apo,a p o,,,,,,
marrisonnaga-Nocte-YELLOW-1,marrisonnaga-Nocte-903_yellow-1,marrisonnaga-Nocte,YELLOW,amien,amien,a m i e n,,,,,,
marrisonnaga-Nruanghmei-ANKLE-1,marrisonnaga-Nruanghmei-11_ankle-1,marrisonnaga-Nruanghmei,ANKLE,phaiteng,phaiteng,pʰ ai t e ŋ,,,,,,
marrisonnaga-Nruanghmei-ARM-1,marrisonnaga-Nruanghmei-17_arm-1,marrisonnaga-Nruanghmei,ARM,ban◦pom,ban◦pom,b a n + p o m,,,,,,
marrisonnaga-Nruanghmei-BACK-1,marrisonnaga-Nruanghmei-30_backofthebody-1,marrisonnaga-Nruanghmei,BACK,ka◦thei,ka◦thei,k a + tʰ ei,,,,,,
marrisonnaga-Nruanghmei-BEARD-1,marrisonnaga-Nruanghmei-49_beard-1,marrisonnaga-Nruanghmei,BEARD,khu◦put,khu◦put,kʰ u + p u t,,,,,,
marrisonnaga-Nruanghmei-BELLY-1,marrisonnaga-Nruanghmei-61_belly-1,marrisonnaga-Nruanghmei,BELLY,bung,bung,b u ŋ,,,,,,
marrisonnaga-Nruanghmei-BODY-1,marrisonnaga-Nruanghmei-80_body-1,marrisonnaga-Nruanghmei,BODY,pum,pum,p u m,,,,,,
marrisonnaga-Nruanghmei-BONE-1,marrisonnaga-Nruanghmei-82_bone-1,marrisonnaga-Nruanghmei,BONE,rou,rou,r o u,,,,,,
marrisonnaga-Nruanghmei-BREAST-1,marrisonnaga-Nruanghmei-94_breast-1,marrisonnaga-Nruanghmei,BREAST,nou,nou,n o u,,,,,,
marrisonnaga-Nruanghmei-CALFOFLEG-1,marrisonnaga-Nruanghmei-118_calfofleg-1,marrisonnaga-Nruanghmei,CALFOFLEG,phai◦bok,phai◦bok,pʰ ai + b o k,,,,,,
marrisonnaga-Nruanghmei-CHEEK-1,marrisonnaga-Nruanghmei-135_cheek-1,marrisonnaga-Nruanghmei,CHEEK,biang,biang,b i a ŋ,,,,,,
